   1.4740123e+01   1.9025767e+00
   2.2761051e+00   2.7660987e+00
   6.1560254e+00   7.6718763e+00
   1.2997675e+01   3.6406009e+00
   5.2053771e-01   2.4931645e+00
   2.6146696e+00   4.1373843e+00
  -1.9930464e+00   2.3512696e+00
   4.8977896e+00   3.6957312e+00
  -4.9167532e+00   2.2094836e+00
   4.1534823e+00   4.4304665e+00
   1.3315701e+01   3.3301588e+00
   1.3546115e+01   2.7388323e+00
   6.4514085e+00   7.3402557e+00
   1.4657725e+01   2.0371322e+00
   1.2264852e+01   4.4123137e+00
   5.3573808e+00   5.0446142e+00
   1.1567758e+01   2.1970833e+00
   1.1291980e+01   2.5679390e+00
   1.3400081e+01   4.4425838e+00
   1.5030005e+01   2.9642884e+00
   1.3182585e+01   3.5540375e-01
   1.2039529e+00   1.8804329e+00
   6.7505791e+00   6.7917889e+00
   1.1193973e+01   3.9121473e+00
   7.7915766e+00   7.8469703e+00
   1.2842356e+01   4.1968823e+00
   1.2020848e+01   2.3842745e+00
   5.0263609e+00   6.4211738e+00
  -1.4898875e+00   1.6623913e+00
  -2.6281559e+00   2.2936902e+00
   3.1958520e+00   3.8409834e+00
   5.1018881e+00   5.6363968e+00
   1.3591911e+01   2.6543829e+00
   4.5650648e+00   4.7986900e+00
   6.8524432e+00   7.3710701e+00
   1.1854799e+01   1.8760088e+00
   5.6973271e+00   5.9141197e+00
   3.9610489e+00   2.1212435e+00
   5.4386658e+00   6.1352685e+00
   1.1986709e+01   3.5210265e+00
  -4.6133590e-01   4.5575211e+00
  -1.8609973e+00   6.8003151e+00
   6.5603590e+00   7.6901286e+00
   7.5674683e+00   3.6204807e+00
   1.1397784e+00   2.3737332e+00
  -2.3922527e-02   4.6144951e-01
   5.0795389e+00   5.8705971e+00
   7.9533615e+00   6.7589443e+00
   1.3762200e+01   3.4065212e+00
   5.8830593e+00   4.6634109e+00
   1.2731102e+01   3.6190424e+00
   1.2645551e+01   3.3797726e+00
   7.6557880e+00   6.3913804e+00
   1.4472722e+01   4.0704147e+00
   1.5045192e+01   1.9039153e+00
   5.3991897e+00   5.9747450e+00
   5.9171917e+00   5.7010865e+00
   2.9918316e+00   3.5235528e+00
   3.0190842e+00   2.9797331e+00
   6.9782175e+00   7.1339221e+00
   8.4832547e+00   8.5842830e+00
   6.9917431e+00   7.3516796e+00
   1.1034518e+01   4.8756256e+00
   4.7213595e+00   3.4896972e+00
   5.8645524e+00   6.2805355e+00
   1.2551206e+01   2.9412090e+00
   1.4175567e+01   3.8845923e+00
  -1.8182934e+00   2.0722647e+00
   1.1733220e+01   3.2781390e+00
   5.9048171e+00   5.5050631e+00
   1.0807676e+01   6.5716954e+00
   5.1900268e+00   3.8148593e+00
   6.2544671e+00   5.7709880e+00
   1.3453244e+01   3.0562437e+00
   1.2879926e+01   4.5315591e+00
   6.9808768e+00   6.8074029e+00
   1.3256175e+01   3.5930630e+00
   7.6946633e+00   6.9551392e+00
   1.3710346e+01   3.0951846e+00
   6.3659348e+00   3.1922207e+00
   4.7465196e+00   4.7065605e+00
   6.6067704e+00   7.0866019e+00
   2.1316695e+00   1.1647333e+00
   4.6460521e+00   2.2203183e+00
   5.4359217e+00   5.5506270e+00
   4.7357190e+00   4.9860943e+00
   5.5876798e+00   6.1092061e+00
   1.1846348e+01   5.8687270e+00
